"County","ElecYear","Election","ElecDate","PrecNo","PrecName","Party","Contest","Descr","VoteFor","Candidate","Posn","Count","PctCnt","Total","PctTot"
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0082","82 UNION","","ATTORNEY GENERAL","","VOTE FOR NOT MORE THAN  1","WRITE-IN","6906",0,,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0082","82 UNION","DEMOCRATIC","AUDITOR GENERAL","","VOTE FOR NOT MORE THAN  1","EUGENE A DEPASQUALE","6911",201,27.88,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0082","82 UNION","REPUBLICAN","AUDITOR GENERAL","","VOTE FOR NOT MORE THAN  1","JOHN BROWN","6912",480,66.57,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0082","82 UNION","GREEN","AUDITOR GENERAL","","VOTE FOR NOT MORE THAN  1","JOHN J SWEENEY","6913",18,2.50,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0082","82 UNION","LIBERTARIAN","AUDITOR GENERAL","","VOTE FOR NOT MORE THAN  1","ROY A MINET","6914",22,3.05,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0082","82 UNION","","AUDITOR GENERAL","","VOTE FOR NOT MORE THAN  1","WRITE-IN","6915",0,,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0082","82 UNION","DEMOCRATIC","STATE TREASURER","","VOTE FOR NOT MORE THAN  1","JOE TORSELLA","6920",195,27.08,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0082","82 UNION","REPUBLICAN","STATE TREASURER","","VOTE FOR NOT MORE THAN  1","OTTO VOIT","6921",471,65.42,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0082","82 UNION","GREEN","STATE TREASURER","","VOTE FOR NOT MORE THAN  1","KRISTIN COMBS","6922",34,4.72,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0082","82 UNION","LIBERTARIAN","STATE TREASURER","","VOTE FOR NOT MORE THAN  1","JAMES BABB","6923",20,2.78,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0082","82 UNION","","STATE TREASURER","","VOTE FOR NOT MORE THAN  1","WRITE-IN","6924",0,,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0082","82 UNION","DEMOCRATIC","REPRESENTATIVE IN CONGRESS 5TH CONGRESSIONAL","","VOTE FOR NOT MORE THAN  1","KERITH STRANO TAYLOR","6928",144,19.62,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0082","82 UNION","REPUBLICAN","REPRESENTATIVE IN CONGRESS 5TH CONGRESSIONAL","","VOTE FOR NOT MORE THAN  1","GLENN GT THOMPSON","6929",590,80.38,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0082","82 UNION","","REPRESENTATIVE IN CONGRESS 5TH CONGRESSIONAL","","VOTE FOR NOT MORE THAN  1","WRITE-IN","6930",0,,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0082","82 UNION","DEMOCRATIC","REPRESENTATIVE IN THE GENERAL ASSEMBLY 76TH LEGISLATIVE","","VOTE FOR NOT MORE THAN  1","MIKE HANNA","6935",315,42.86,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0082","82 UNION","REPUBLICAN","REPRESENTATIVE IN THE GENERAL ASSEMBLY 76TH LEGISLATIVE","","VOTE FOR NOT MORE THAN  1","STEPHANIE BOROWICZ","6936",420,57.14,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0082","82 UNION","","REPRESENTATIVE IN THE GENERAL ASSEMBLY 76TH LEGISLATIVE","","VOTE FOR NOT MORE THAN  1","WRITE-IN","6937",0,,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0082","82 UNION","","JUDGES AGE","","VOTE FOR NOT MORE THAN  1","YES","6942",360,57.78,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0082","82 UNION","","JUDGES AGE","","VOTE FOR NOT MORE THAN  1","NO","6943",263,42.22,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0083","83 WALKER EAST","","REGISTERED VOTERS - TOTAL","","","","6955",1122,,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0083","83 WALKER EAST","","BALLOTS CAST - TOTAL","","","","6956",854,,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0083","83 WALKER EAST","","VOTER TURNOUT - TOTAL","","","","6957",,76.11,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0083","83 WALKER EAST","DEMOCRATIC","STRAIGHT PARTY","","VOTE FOR NOT MORE THAN  1","DEMOCRATIC","6962",59,22.52,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0083","83 WALKER EAST","REPUBLICAN","STRAIGHT PARTY","","VOTE FOR NOT MORE THAN  1","REPUBLICAN","6963",198,75.57,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0083","83 WALKER EAST","CONSTITUTION PARTY","STRAIGHT PARTY","","VOTE FOR NOT MORE THAN  1","CONSTITUTION PARTY","6964",0,,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0083","83 WALKER EAST","GREEN","STRAIGHT PARTY","","VOTE FOR NOT MORE THAN  1","GREEN","6965",0,,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0083","83 WALKER EAST","LIBERTARIAN","STRAIGHT PARTY","","VOTE FOR NOT MORE THAN  1","LIBERTARIAN","6966",5,1.91,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0083","83 WALKER EAST","DEMOCRATIC","PRESIDENTIAL ELECTORS","","VOTE FOR NOT MORE THAN  1","HILLARY CLINTON,  PRESIDENT","6971",224,26.29,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0083","83 WALKER EAST","REPUBLICAN","PRESIDENTIAL ELECTORS","","VOTE FOR NOT MORE THAN  1","DONALD J TRUMP,  PRESIDENT","6972",592,69.48,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0083","83 WALKER EAST","CONSTITUTION PARTY","PRESIDENTIAL ELECTORS","","VOTE FOR NOT MORE THAN  1","DARRELL L CASTLE,  PRESIDENT","6973",7,.82,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0083","83 WALKER EAST","GREEN","PRESIDENTIAL ELECTORS","","VOTE FOR NOT MORE THAN  1","JILL STEIN,  PRESIDENT","6974",7,.82,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0083","83 WALKER EAST","LIBERTARIAN","PRESIDENTIAL ELECTORS","","VOTE FOR NOT MORE THAN  1","GARY JOHNSON, PRESIDENT","6975",18,2.11,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0083","83 WALKER EAST","","PRESIDENTIAL ELECTORS","","VOTE FOR NOT MORE THAN  1","WRITE-IN","6976",4,.47,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0083","83 WALKER EAST","DEMOCRATIC","UNITED STATES SENATOR","","VOTE FOR NOT MORE THAN  1","KATIE MCGINTY","6981",240,28.44,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0083","83 WALKER EAST","REPUBLICAN","UNITED STATES SENATOR","","VOTE FOR NOT MORE THAN  1","PAT TOOMEY","6982",536,63.51,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0083","83 WALKER EAST","LIBERTARIAN","UNITED STATES SENATOR","","VOTE FOR NOT MORE THAN  1","EDWARD T CLIFFORD, III","6983",68,8.06,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0083","83 WALKER EAST","","UNITED STATES SENATOR","","VOTE FOR NOT MORE THAN  1","WRITE-IN","6984",0,,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0083","83 WALKER EAST","DEMOCRATIC","ATTORNEY GENERAL","","VOTE FOR NOT MORE THAN  1","JOSH SHAPIRO","6989",281,33.81,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0083","83 WALKER EAST","REPUBLICAN","ATTORNEY GENERAL","","VOTE FOR NOT MORE THAN  1","JOHN RAFFERTY","6990",550,66.19,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0083","83 WALKER EAST","","ATTORNEY GENERAL","","VOTE FOR NOT MORE THAN  1","WRITE-IN","6991",0,,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0083","83 WALKER EAST","DEMOCRATIC","AUDITOR GENERAL","","VOTE FOR NOT MORE THAN  1","EUGENE A DEPASQUALE","6996",256,31.37,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0083","83 WALKER EAST","REPUBLICAN","AUDITOR GENERAL","","VOTE FOR NOT MORE THAN  1","JOHN BROWN","6997",505,61.89,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0083","83 WALKER EAST","GREEN","AUDITOR GENERAL","","VOTE FOR NOT MORE THAN  1","JOHN J SWEENEY","6998",25,3.06,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0083","83 WALKER EAST","LIBERTARIAN","AUDITOR GENERAL","","VOTE FOR NOT MORE THAN  1","ROY A MINET","6999",30,3.68,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0083","83 WALKER EAST","","AUDITOR GENERAL","","VOTE FOR NOT MORE THAN  1","WRITE-IN","7000",0,,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0083","83 WALKER EAST","DEMOCRATIC","STATE TREASURER","","VOTE FOR NOT MORE THAN  1","JOE TORSELLA","7005",263,32.35,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0083","83 WALKER EAST","REPUBLICAN","STATE TREASURER","","VOTE FOR NOT MORE THAN  1","OTTO VOIT","7006",478,58.79,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0083","83 WALKER EAST","GREEN","STATE TREASURER","","VOTE FOR NOT MORE THAN  1","KRISTIN COMBS","7007",41,5.04,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0083","83 WALKER EAST","LIBERTARIAN","STATE TREASURER","","VOTE FOR NOT MORE THAN  1","JAMES BABB","7008",31,3.81,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0083","83 WALKER EAST","","STATE TREASURER","","VOTE FOR NOT MORE THAN  1","WRITE-IN","7009",0,,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0083","83 WALKER EAST","DEMOCRATIC","REPRESENTATIVE IN CONGRESS 5TH CONGRESSIONAL","","VOTE FOR NOT MORE THAN  1","KERITH STRANO TAYLOR","7013",172,20.62,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0083","83 WALKER EAST","REPUBLICAN","REPRESENTATIVE IN CONGRESS 5TH CONGRESSIONAL","","VOTE FOR NOT MORE THAN  1","GLENN GT THOMPSON","7014",661,79.26,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0083","83 WALKER EAST","","REPRESENTATIVE IN CONGRESS 5TH CONGRESSIONAL","","VOTE FOR NOT MORE THAN  1","WRITE-IN","7015",1,.12,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0083","83 WALKER EAST","DEMOCRATIC","REPRESENTATIVE IN THE GENERAL ASSEMBLY 171ST LEGISLATIVE","","VOTE FOR NOT MORE THAN  1","MELODY S FLECK","7020",143,17.27,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0083","83 WALKER EAST","REPUBLICAN","REPRESENTATIVE IN THE GENERAL ASSEMBLY 171ST LEGISLATIVE","","VOTE FOR NOT MORE THAN  1","KERRY A BENNINGHOFF","7021",682,82.37,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0083","83 WALKER EAST","","REPRESENTATIVE IN THE GENERAL ASSEMBLY 171ST LEGISLATIVE","","VOTE FOR NOT MORE THAN  1","WRITE-IN","7022",3,.36,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0083","83 WALKER EAST","","JUDGES AGE","","VOTE FOR NOT MORE THAN  1","YES","7027",391,54.76,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0083","83 WALKER EAST","","JUDGES AGE","","VOTE FOR NOT MORE THAN  1","NO","7028",323,45.24,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0084","84 WALKER WEST","","REGISTERED VOTERS - TOTAL","","","","7040",2122,,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0084","84 WALKER WEST","","BALLOTS CAST - TOTAL","","","","7041",1673,,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0084","84 WALKER WEST","","VOTER TURNOUT - TOTAL","","","","7042",,78.84,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0084","84 WALKER WEST","DEMOCRATIC","STRAIGHT PARTY","","VOTE FOR NOT MORE THAN  1","DEMOCRATIC","7047",135,26.11,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0084","84 WALKER WEST","REPUBLICAN","STRAIGHT PARTY","","VOTE FOR NOT MORE THAN  1","REPUBLICAN","7048",372,71.95,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0084","84 WALKER WEST","CONSTITUTION PARTY","STRAIGHT PARTY","","VOTE FOR NOT MORE THAN  1","CONSTITUTION PARTY","7049",2,.39,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0084","84 WALKER WEST","GREEN","STRAIGHT PARTY","","VOTE FOR NOT MORE THAN  1","GREEN","7050",1,.19,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0084","84 WALKER WEST","LIBERTARIAN","STRAIGHT PARTY","","VOTE FOR NOT MORE THAN  1","LIBERTARIAN","7051",7,1.35,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0084","84 WALKER WEST","DEMOCRATIC","PRESIDENTIAL ELECTORS","","VOTE FOR NOT MORE THAN  1","HILLARY CLINTON,  PRESIDENT","7056",514,30.83,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0084","84 WALKER WEST","REPUBLICAN","PRESIDENTIAL ELECTORS","","VOTE FOR NOT MORE THAN  1","DONALD J TRUMP,  PRESIDENT","7057",1083,64.97,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0084","84 WALKER WEST","CONSTITUTION PARTY","PRESIDENTIAL ELECTORS","","VOTE FOR NOT MORE THAN  1","DARRELL L CASTLE,  PRESIDENT","7058",7,.42,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0084","84 WALKER WEST","GREEN","PRESIDENTIAL ELECTORS","","VOTE FOR NOT MORE THAN  1","JILL STEIN,  PRESIDENT","7059",9,.54,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0084","84 WALKER WEST","LIBERTARIAN","PRESIDENTIAL ELECTORS","","VOTE FOR NOT MORE THAN  1","GARY JOHNSON, PRESIDENT","7060",38,2.28,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0084","84 WALKER WEST","","PRESIDENTIAL ELECTORS","","VOTE FOR NOT MORE THAN  1","WRITE-IN","7061",16,.96,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0084","84 WALKER WEST","DEMOCRATIC","UNITED STATES SENATOR","","VOTE FOR NOT MORE THAN  1","KATIE MCGINTY","7066",511,31.01,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0084","84 WALKER WEST","REPUBLICAN","UNITED STATES SENATOR","","VOTE FOR NOT MORE THAN  1","PAT TOOMEY","7067",1050,63.71,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0084","84 WALKER WEST","LIBERTARIAN","UNITED STATES SENATOR","","VOTE FOR NOT MORE THAN  1","EDWARD T CLIFFORD, III","7068",87,5.28,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0084","84 WALKER WEST","","UNITED STATES SENATOR","","VOTE FOR NOT MORE THAN  1","WRITE-IN","7069",0,,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0084","84 WALKER WEST","DEMOCRATIC","ATTORNEY GENERAL","","VOTE FOR NOT MORE THAN  1","JOSH SHAPIRO","7074",584,35.96,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0084","84 WALKER WEST","REPUBLICAN","ATTORNEY GENERAL","","VOTE FOR NOT MORE THAN  1","JOHN RAFFERTY","7075",1039,63.98,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0084","84 WALKER WEST","","ATTORNEY GENERAL","","VOTE FOR NOT MORE THAN  1","WRITE-IN","7076",1,.06,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0084","84 WALKER WEST","DEMOCRATIC","AUDITOR GENERAL","","VOTE FOR NOT MORE THAN  1","EUGENE A DEPASQUALE","7081",570,35.78,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0084","84 WALKER WEST","REPUBLICAN","AUDITOR GENERAL","","VOTE FOR NOT MORE THAN  1","JOHN BROWN","7082",938,58.88,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0084","84 WALKER WEST","GREEN","AUDITOR GENERAL","","VOTE FOR NOT MORE THAN  1","JOHN J SWEENEY","7083",43,2.70,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0084","84 WALKER WEST","LIBERTARIAN","AUDITOR GENERAL","","VOTE FOR NOT MORE THAN  1","ROY A MINET","7084",42,2.64,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0084","84 WALKER WEST","","AUDITOR GENERAL","","VOTE FOR NOT MORE THAN  1","WRITE-IN","7085",0,,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0084","84 WALKER WEST","DEMOCRATIC","STATE TREASURER","","VOTE FOR NOT MORE THAN  1","JOE TORSELLA","7090",588,36.91,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0084","84 WALKER WEST","REPUBLICAN","STATE TREASURER","","VOTE FOR NOT MORE THAN  1","OTTO VOIT","7091",902,56.62,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0084","84 WALKER WEST","GREEN","STATE TREASURER","","VOTE FOR NOT MORE THAN  1","KRISTIN COMBS","7092",57,3.58,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0084","84 WALKER WEST","LIBERTARIAN","STATE TREASURER","","VOTE FOR NOT MORE THAN  1","JAMES BABB","7093",46,2.89,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0084","84 WALKER WEST","","STATE TREASURER","","VOTE FOR NOT MORE THAN  1","WRITE-IN","7094",0,,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0084","84 WALKER WEST","DEMOCRATIC","REPRESENTATIVE IN CONGRESS 5TH CONGRESSIONAL","","VOTE FOR NOT MORE THAN  1","KERITH STRANO TAYLOR","7098",409,25.33,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0084","84 WALKER WEST","REPUBLICAN","REPRESENTATIVE IN CONGRESS 5TH CONGRESSIONAL","","VOTE FOR NOT MORE THAN  1","GLENN GT THOMPSON","7099",1204,74.55,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0084","84 WALKER WEST","","REPRESENTATIVE IN CONGRESS 5TH CONGRESSIONAL","","VOTE FOR NOT MORE THAN  1","WRITE-IN","7100",2,.12,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0084","84 WALKER WEST","DEMOCRATIC","REPRESENTATIVE IN THE GENERAL ASSEMBLY 171ST LEGISLATIVE","","VOTE FOR NOT MORE THAN  1","MELODY S FLECK","7105",343,21.13,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0084","84 WALKER WEST","REPUBLICAN","REPRESENTATIVE IN THE GENERAL ASSEMBLY 171ST LEGISLATIVE","","VOTE FOR NOT MORE THAN  1","KERRY A BENNINGHOFF","7106",1278,78.74,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0084","84 WALKER WEST","","REPRESENTATIVE IN THE GENERAL ASSEMBLY 171ST LEGISLATIVE","","VOTE FOR NOT MORE THAN  1","WRITE-IN","7107",2,.12,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0084","84 WALKER WEST","","JUDGES AGE","","VOTE FOR NOT MORE THAN  1","YES","7112",697,51.44,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0084","84 WALKER WEST","","JUDGES AGE","","VOTE FOR NOT MORE THAN  1","NO","7113",658,48.56,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0085","85 WORTH","","REGISTERED VOTERS - TOTAL","","","","7125",523,,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0085","85 WORTH","","BALLOTS CAST - TOTAL","","","","7126",414,,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0085","85 WORTH","","VOTER TURNOUT - TOTAL","","","","7127",,79.16,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0085","85 WORTH","DEMOCRATIC","STRAIGHT PARTY","","VOTE FOR NOT MORE THAN  1","DEMOCRATIC","7132",32,21.62,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0085","85 WORTH","REPUBLICAN","STRAIGHT PARTY","","VOTE FOR NOT MORE THAN  1","REPUBLICAN","7133",115,77.70,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0085","85 WORTH","CONSTITUTION PARTY","STRAIGHT PARTY","","VOTE FOR NOT MORE THAN  1","CONSTITUTION PARTY","7134",0,,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0085","85 WORTH","GREEN","STRAIGHT PARTY","","VOTE FOR NOT MORE THAN  1","GREEN","7135",0,,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0085","85 WORTH","LIBERTARIAN","STRAIGHT PARTY","","VOTE FOR NOT MORE THAN  1","LIBERTARIAN","7136",1,.68,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0085","85 WORTH","DEMOCRATIC","PRESIDENTIAL ELECTORS","","VOTE FOR NOT MORE THAN  1","HILLARY CLINTON,  PRESIDENT","7141",97,23.43,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0085","85 WORTH","REPUBLICAN","PRESIDENTIAL ELECTORS","","VOTE FOR NOT MORE THAN  1","DONALD J TRUMP,  PRESIDENT","7142",304,73.43,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0085","85 WORTH","CONSTITUTION PARTY","PRESIDENTIAL ELECTORS","","VOTE FOR NOT MORE THAN  1","DARRELL L CASTLE,  PRESIDENT","7143",1,.24,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0085","85 WORTH","GREEN","PRESIDENTIAL ELECTORS","","VOTE FOR NOT MORE THAN  1","JILL STEIN,  PRESIDENT","7144",2,.48,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0085","85 WORTH","LIBERTARIAN","PRESIDENTIAL ELECTORS","","VOTE FOR NOT MORE THAN  1","GARY JOHNSON, PRESIDENT","7145",6,1.45,"",""
